canonical_entity_key,checker_reason,fact_abn_equal,fact_acn_equal,fact_name_equal_normalised,fact_postcode_equal,fact_state_conflict,method,name_a,name_b,our_confidence,pair_id,reviewed_by,sample,source_a,source_b,verdict
abn:19000967859,Matching ABN 19000967859 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,IQVIA Solutions Australia,IQVIA Solutions Australia Pty. Ltd.,0.99,L00963,claude-sonnet (independent reviewer),headline,historical-australian-government-contrac,wgea-dataset,yes
abn:83000303391,Matching ABN 83000303391 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,COTY AUSTRALIA PTY LTD,Coty Australia Pty Ltd,0.99,L00805,claude-sonnet (independent reviewer),headline,asic-company-dataset,wgea-dataset,yes
abn:43000106829,Matching ABN 43000106829 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,The College Of Nursing,THE COLLEGE OF NURSING,0.99,L00254,claude-sonnet (independent reviewer),headline,acnc-registered-charities,asic-company-dataset,yes
abn:74925853734,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,La Mama Inc,LA MAMA INC,0.75,L00140,claude-sonnet (independent reviewer),headline,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:61006067349,Matching ABN 61006067349 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,Rmit Training Pty Ltd,RMIT TRAINING PTY LTD,0.99,L00384,claude-sonnet (independent reviewer),headline,acnc-registered-charities,historical-australian-government-contrac,yes
abn:39081678364,Matching ABN 39081678364 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,Meat & Livestock Australia Limited,Meat & Livestock Australia Limited,0.99,L00514,claude-sonnet (independent reviewer),headline,historical-australian-government-contrac,wgea-dataset,yes
abn:79000587780,Matching ABN 79000587780 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,KENTUCKY FRIED CHICKEN PTY LTD,Kentucky Fried Chicken Pty Ltd,0.99,L00879,claude-sonnet (independent reviewer),headline,asic-company-dataset,wgea-dataset,yes
abn:22009943435,Matching ABN 22009943435 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,Aboriginal And Torres Strait Islander Community Health Service Brisbane Limited,Aboriginal And Torres Strait Islander Community Health Service Brisbane Limited,0.99,L00378,claude-sonnet (independent reviewer),headline,acnc-registered-charities,wgea-dataset,yes
abn:84000191248,Matching ABN 84000191248 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,CANTERBURY LEAGUE CLUB LIMITED,Canterbury League Club Limited,0.99,L00774,claude-sonnet (independent reviewer),headline,asic-company-dataset,wgea-dataset,yes
abn:45001187837,Matching ABN 45001187837 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,JANDS PTY LTD,Jands Pty Ltd,0.99,L01010,claude-sonnet (independent reviewer),headline,asic-company-dataset,wgea-dataset,yes
abn:50001020471,Matching ABN 50001020471 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,BELMONT 16FT SAILING CLUB LTD,Belmont 16Ft Sailing Club Ltd,0.99,L00978,claude-sonnet (independent reviewer),headline,asic-company-dataset,wgea-dataset,yes
abn:64083660093,Matching ABN 64083660093 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,KONEKT AUSTRALIA PTY LTD,Konekt Australia Pty Ltd,0.99,L01147,claude-sonnet (independent reviewer),headline,historical-australian-government-contrac,wgea-dataset,yes
abn:67008559331,Matching ABN 67008559331 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,Canberra Girls Grammar School,Canberra Girls Grammar School,0.99,L00450,claude-sonnet (independent reviewer),headline,acnc-registered-charities,wgea-dataset,yes
abn:36000020495,Matching ABN 36000020495 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,MCPHERSON'S CONSUMER PRODUCTS PTY LTD,McPherson's Consumer Products Pty Ltd,0.99,L00661,claude-sonnet (independent reviewer),headline,asic-company-dataset,wgea-dataset,yes
abn:82005914796,Matching ABN 82005914796 identifies the same legal entity regardless of name wording.,True,False,False,False,False,abn_exact,Digital61 Pty Ltd,Becton Dickinson Pty. Ltd.,0.99,L01420,claude-sonnet (independent reviewer),headline,historical-australian-government-contrac,wgea-dataset,yes
abn:77107656833,Matching ABN 77107656833 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,TECH DATA ADVANCED SOLUTIONS (ANZ) LIMITED,Tech Data Advanced Solutions (Anz) Limited,0.99,L01339,claude-sonnet (independent reviewer),headline,historical-australian-government-contrac,wgea-dataset,yes
abn:21002888762,Matching ABN 21002888762 identifies the same legal entity regardless of name wording.,True,False,False,False,False,abn_exact,Hodson Global resources Pty Ltd,Hudson Global Resources (Aust) Pty Limited,0.99,L01071,claude-sonnet (independent reviewer),headline,historical-australian-government-contrac,wgea-dataset,yes
abn:86001217527,Matching ABN 86001217527 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,NEC AUSTRALIA PTY LTD,NEC Australia Pty Ltd,0.99,L01023,claude-sonnet (independent reviewer),headline,asic-company-dataset,wgea-dataset,yes
abn:97000098162,Matching ABN 97000098162 identifies the same legal entity regardless of name wording.,True,False,False,False,False,abn_exact,LENDLEASE CONSTRUCTION PTY LIMITED,Lendlease Building Pty Ltd,0.99,L00728,claude-sonnet (independent reviewer),headline,asic-company-dataset,historical-australian-government-contrac,yes
abn:44000964278,Matching ABN 44000964278 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,SGS AUSTRALIA PTY LTD,SGS Australia Pty Ltd,0.99,L00956,claude-sonnet (independent reviewer),headline,asic-company-dataset,wgea-dataset,yes
abn:12000637267,Matching ABN 12000637267 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,Autism Spectrum Australia (Aspect),AUTISM SPECTRUM AUSTRALIA (ASPECT),0.99,L00467,claude-sonnet (independent reviewer),headline,acnc-registered-charities,asic-company-dataset,yes
abn:33003357720,Matching ABN 33003357720 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,FAIRFAX MEDIA PUBLICATIONS PTY LIMITED,Fairfax Media Publications Pty Limited,0.99,L01121,claude-sonnet (independent reviewer),headline,historical-australian-government-contrac,wgea-dataset,yes
abn:79000514858,Matching ABN 79000514858 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,Crown Equipment Pty Ltd,Crown Equipment Pty. Limited,0.99,L00857,claude-sonnet (independent reviewer),headline,historical-australian-government-contrac,wgea-dataset,yes
abn:65009810324,Matching ABN 65009810324 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,Amart Furniture Pty Ltd,Amart Furniture Pty Ltd,0.99,L01269,claude-sonnet (independent reviewer),headline,historical-australian-government-contrac,wgea-dataset,yes
abn:92456457335,Matching ABN 92456457335 identifies the same legal entity regardless of name wording.,True,False,False,False,False,abn_exact,Australian Disability Network Ltd,AUSTRALIAN NETWORK ON DISABILITY,0.99,L00444,claude-sonnet (independent reviewer),headline,acnc-registered-charities,historical-australian-government-contrac,yes
abn:68846923225,Matching ABN 68846923225 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,IPC Health,IPC Health Ltd,0.99,L00070,claude-sonnet (independent reviewer),headline,acnc-registered-charities,wgea-dataset,yes
abn:63826265059,Matching ABN 63826265059 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,Good Samaritan Industries trading as Good Sammy Enterprises,Good Samaritan Industries Trading As Good Sammy Enterprises,0.99,L00303,claude-sonnet (independent reviewer),headline,acnc-registered-charities,wgea-dataset,yes
abn:90000100096,Matching ABN 90000100096 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,3M AUSTRALIA PTY LTD,3M AUSTRALIA PTY LTD,0.99,L00731,claude-sonnet (independent reviewer),headline,asic-company-dataset,historical-australian-government-contrac,yes
abn:94000728398,Matching ABN 94000728398 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,WINC AUSTRALIA PTY LIMITED,Winc Australia Pty Limited,0.99,L00908,claude-sonnet (independent reviewer),headline,historical-australian-government-contrac,wgea-dataset,yes
abn:58009378643,Matching ABN 58009378643 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,NEC IT Solutions Australia Pty Ltd,NEC IT Solutions Australia Pty Ltd,0.99,L01154,claude-sonnet (independent reviewer),headline,historical-australian-government-contrac,wgea-dataset,yes
abn:83099701872,Matching ABN 83099701872 identifies the same legal entity regardless of name wording.,True,False,False,False,False,abn_exact,Linfox Armaguard - Top Up,Linfox Armaguard Pty Ltd,0.99,L01385,claude-sonnet (independent reviewer),headline,historical-australian-government-contrac,wgea-dataset,yes
abn:41127556389,Matching ABN 41127556389 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,GRANT THORNTON AUSTRALIA LTD,Grant Thornton Australia Limited,0.99,L01088,claude-sonnet (independent reviewer),headline,historical-australian-government-contrac,wgea-dataset,yes
abn:39112099000,Matching ABN 39112099000 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,LAING O'ROURKE AUSTRALIA CONSTRUCTION PTY LTD,Laing O'rourke Australia Construction Pty Ltd,0.99,L01585,claude-sonnet (independent reviewer),headline,historical-australian-government-contrac,wgea-dataset,yes
abn:53635351870,Matching ABN 53635351870 identifies the same legal entity regardless of name wording.,True,False,True,False,False,abn_exact,Greenbox Group Pty Ltd,Greenbox Group Pty Ltd,0.99,L01238,claude-sonnet (independent reviewer),headline,historical-australian-government-contrac,wgea-dataset,yes
abn:50071444409,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Marcus Oldham College,MARCUS OLDHAM COLLEGE,0.75,L00129,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:40688918764,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Traralgon Rsl Sub Branch Inc,TRARALGON RSL SUB-BRANCH INC.,0.75,L00409,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:21849701767,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Jan Juc Surf Life Saving Club Inc,JAN JUC SURF LIFE SAVING CLUB INC,0.75,L00344,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:51903763953,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Black Rock Life Saving Club Inc,BLACK ROCK LIFE SAVING CLUB INC,0.75,L00191,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:52006106556,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,St Leonard's College,ST. LEONARD'S COLLEGE,0.75,L00192,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:74925853734,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,La Mama Inc,LA MAMA INC,0.75,L00140,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:29019119373,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Seaford Rsl Sub-Branch Inc,SEAFORD RSL SUB BRANCH INC,0.75,L00170,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:60558714821,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Chinese Association Of Victoria Inc,CHINESE ASSOCIATION OF VICTORIA INC,0.75,L00136,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:62038119394,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Highett Rsl Sub-Branch Inc.,HIGHETT RSL SUB-BRANCH INC,0.75,L00447,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:55610664963,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,The Graduate Union Of The University Of Melbourne Inc,THE GRADUATE UNION OF THE UNIVERSITY OF MELBOURNE INC,0.75,L00144,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:87005140303,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Footscray Community Arts Centre Limited,FOOTSCRAY COMMUNITY ARTS CENTRE LIMITED,0.75,L00098,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:59048912615,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Longbeach RSL Sub Branch Inc,LONGBEACH RSL SUB-BRANCH INC,0.75,L00541,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:83072293880,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,SPOTLESS FACILITY SERVICES PTY LTD,SPOTLESS FACILITY SERVICES PTY LTD,0.75,L01081,claude-sonnet (independent reviewer),weak_tier,historical-australian-government-contrac,victorian-liquor-licences-by-location,yes
abn:23537722608,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Mentone Life Saving Club Incorporated,MENTONE LIFE SAVING CLUB INC,0.75,L00437,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:21102927364,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Life Saving Victoria Limited,LIFE SAVING VICTORIA LIMITED,0.75,L00333,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:79800190162,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Foster Rsl Sub Branch,FOSTER RSL SUB BRANCH INC,0.75,L00153,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:58637295973,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,QUEEN'S COLLEGE LTD,QUEEN'S COLLEGE,0.75,L00037,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:51818692256,Legal names differ (University of Ballarat vs Federation University); records don't confirm rename vs new entity.,False,False,False,True,False,name_geo,Federation University Australia,UNIVERSITY OF BALLARAT,0.75,L00455,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,cannot_tell
abn:55828716915,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Darebin RSL Sub-Branch Inc.,DAREBIN RSL SUB-BRANCH INC,0.75,L00515,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:59732409277,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Templestowe Rsl Sub-Branch,TEMPLESTOWE RSL SUB-BRANCH INCORPORATED,0.75,L00083,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:78007306283,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Australian National Memorial Theatre Limited,AUSTRALIAN NATIONAL MEMORIAL THEATRE LTD,0.75,L00310,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:27639552499,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,SALAMATEA HOUSE LIMITED,SALAMATEA HOUSE LIMITED,0.75,L00028,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:45613017682,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Free to Ltd,FREE TO LTD,0.75,L00279,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:31866225413,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Woodside Beach Surf Life Saving Club Inc,WOODSIDE BEACH SURF LIFE SAVING CLUB INC,0.75,L00528,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:25619898672,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,St Hilda's College Limited,ST HILDA'S COLLEGE LIMITED,0.75,L00256,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:68426085488,Different ABN registered 2012 without 'Limited'; a distinct 2017 entity matches the licence name exactly.,False,False,True,True,False,name_geo,St Hilda's College,ST HILDA'S COLLEGE LIMITED,0.75,L00257,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,no
abn:54116818613,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Ararat Retirement Village Inc,ARARAT RETIREMENT VILLAGE INC,0.75,L00553,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:95473757479,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Oakleigh-Carnegie Rsl Sub-Branch Inc,OAKLEIGH-CARNEGIE RSL SUB-BRANCH INC,0.75,L00386,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:64073889586,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Christian Brothers Vic Property Ltd,CHRISTIAN BROTHERS VIC PROPERTY LTD,0.75,L00536,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:87112051457,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Westmont Aged Care Services Limited,WESTMONT AGED CARE SERVICES LIMITED,0.75,L00346,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:46615017582,Only the trading name 'Aitken Hill' links them; legal owner names share no words and no ABN confirms it.,False,False,False,True,False,name_geo,Aitken Hill,ZHONG AO ZHI HONG INVESTMENT HOLDING PTY LTD,0.75,L01209,claude-sonnet (independent reviewer),weak_tier,historical-australian-government-contrac,victorian-liquor-licences-by-location,cannot_tell
abn:81122720772,Only the hotel trading name matches; the legal entities named have no shared wording and no ABN link.,False,False,False,True,False,name_geo,Pullman Melbourne Albert Park,ASCENDAS HOTEL INVESTMENT COMPANY PTY LTD,0.75,L01049,claude-sonnet (independent reviewer),weak_tier,historical-australian-government-contrac,victorian-liquor-licences-by-location,cannot_tell
abn:28302359029,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,University Of Melbourne-Melbourne Theatre Company,UNIVERSITY OF MELBOURNE - MELBOURNE THEATRE COMPANY,0.75,L00138,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:57816895087,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Djerriwarrh Employment & Education Services Inc.,DJERRIWARRH EMPLOYMENT & EDUCATION SERVICES INC,0.75,L00476,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:69084604020,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Geelong Rsl Sub Branch Inc,GEELONG RSL SUB-BRANCH INC,0.75,L00505,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:46460156080,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Steamrail Victoria Inc,STEAMRAIL VICTORIA INC,0.75,L00180,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:37616876594,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,WE LOVE OLIVINE LTD,WE LOVE OLIVINE LTD,0.75,L00033,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:78090585283,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,BERETTA AUSTRALIA PTY LTD,BERETTA AUSTRALIA PTY LTD,0.75,L01526,claude-sonnet (independent reviewer),weak_tier,historical-australian-government-contrac,victorian-liquor-licences-by-location,yes
abn:70741686273,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Hampton Life Saving Club,HAMPTON LIFE SAVING CLUB INC,0.75,L00397,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:61716225567,"11 Hyslop Street Ltd looks like a separate licence-holding company, not the RSL Sub-Branch charity.",False,False,False,True,False,name_geo,Burwood Rsl Sub-Branch,11 HYSLOP STREET LTD,0.75,L00436,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,no
abn:91004224211,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,University College,UNIVERSITY COLLEGE,0.75,L00575,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:68437423269,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,WODONGA INSTITUTE OF TAFE,WODONGA INSTITUTE OF TAFE,0.75,L01519,claude-sonnet (independent reviewer),weak_tier,historical-australian-government-contrac,victorian-liquor-licences-by-location,yes
abn:60267302546,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Hamilton RSL Sub-Branch Inc,HAMILTON RSL SUB BRANCH INC,0.75,L00586,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:44625174110,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,MELBOURNE JET BASE PTY LIMITED,MELBOURNE JET BASE PTY LTD,0.75,L01554,claude-sonnet (independent reviewer),weak_tier,historical-australian-government-contrac,victorian-liquor-licences-by-location,yes
abn:38306868571,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,East Malvern Rsl Sub Branch Incorporated,EAST MALVERN RSL SUB-BRANCH INC.,0.75,L00544,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:23672833616,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Dandenong Ranges Community Cultural Centre Inc,DANDENONG RANGES COMMUNITY CULTURAL CENTRE INC,0.75,L00521,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:98128097579,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Fawkner Rsl Sub-Branch Inc,FAWKNER RSL SUB-BRANCH INC,0.75,L00320,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:27141628138,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Sunshine Rsl Sub-Branch Incorporated,SUNSHINE RSL SUB-BRANCH INC,0.75,L00264,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
abn:35916972848,Same legal name and matching location corroborate this is the same entity.,False,False,True,True,False,name_geo,Werribee Rsl Sub Branch Inc,WERRIBEE RSL SUB-BRANCH INC,0.75,L00194,claude-sonnet (independent reviewer),weak_tier,acnc-registered-charities,victorian-liquor-licences-by-location,yes
